rdot,qrad,x,y,E1,E257,E250,b249,lv,V,ID
6.805858464897129e-05,74590.78256540415,0.058571221731067685,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
8.749442990567142e-05,102451.1224008003,0.06281940289431029,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
9.059279012894692e-05,106463.66078229417,0.06370002902807068,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
9.353763822072942e-05,110300.13390880934,0.06458065518177963,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
9.647080093821026e-05,114129.52458982833,0.06546128135543715,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
8.427997117210141e-05,98340.66426305332,0.06195240985184063,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
8.128367300291218e-05,94466.6891543921,0.061099049900661825,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
7.785480868117601e-05,89901.54266566093,0.060245689932558744,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.801867508724721e-05,75177.19196366864,0.05939232994753106,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.655383738426047e-05,71149.58961275475,0.05620465237945034,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.796592538436384e-05,73366.28847717897,0.05699350883262966,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.829654260139968e-05,74315.60798470695,0.05778236528316877,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
5.4042472583438205e-05,51928.47594602561,0.053013946862555325,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.0644189781818025e-05,62793.513875711345,0.053812883226002764,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.29055041464248e-05,65944.8149912922,0.05461181959400954,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.500543039842134e-05,68876.0795636609,0.05541075596657661,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
5.164425386144776e-05,48435.65209568351,0.05217299836443488,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00016992800550844883,204508.8008319474,0.07932266874142052,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00016973344939224294,204331.3494803376,0.08011866060635783,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.0001560780995670108,187792.3322693406,0.07621345983971775,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00015673322860843773,188574.23104807234,0.0769880921125969,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00016897709748335286,203399.3214136935,0.07776272438901533,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00016839513899400245,202621.87191448995,0.07853735666897302,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.0001092376079939447,130291.34934848068,0.0663034345831072,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00011293290144848115,134904.6242782395,0.06710711486478982,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00011666406100942275,139547.22011361152,0.06791079513804099,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00011956756663622155,143221.8415876652,0.06871447540286063,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00013103009521707213,157545.24895457094,0.07202942824333369,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00012714789347241076,152859.71817661833,0.07119711030963094,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.0001217944754895312,146356.20960861322,0.07036479239090229,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00012126362559560496,145512.64017907795,0.06953247448714772,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00014081061818104444,169316.48824075557,0.07286815677157293,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00014445801221105807,173749.65100384003,0.07371329589434866,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00015485452191396566,186326.83038722136,0.07455843501762194,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00015558304115307996,187195.22655671544,0.07540357414139276,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.00018424153414575643,222591.29595886992,0.08091465244830114,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.0001865819354976081,225733.75792890086,0.08171064426725047,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.360350578589353e-06,-35394.805085701155,0.03140994945190166,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.909612122975979e-06,-33163.082587297155,0.032342823660150594,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
5.682265990791668e-06,-30634.048784776514,0.03327569786576082,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.367516591293018e-06,-27813.762166402037,0.03420857206873243,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
7.366288458739853e-06,-24652.42506587445,0.0351193860695486,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
9.409926313029403e-06,-20522.277329753408,0.03600813986820909,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.273795826834069e-06,-37201.75858812659,0.03050761814057415,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.324907374654182e-06,-39046.04763848781,0.029635829726168267,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.176712953360125e-06,-41663.49109453109,0.028764041303330837,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
3.927650957945341e-06,-45091.966138014985,0.027892252872061804,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
3.978963817551304e-06,-50641.079916405084,0.027005206782597393,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.060136020106619e-06,-52040.987592063284,0.026176033765098024,0.00833559698255834,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
3.867098189734529e-06,-51437.29128029465,0.025517914028897734,0.007800058603212466,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.0313989536569355e-06,-35843.51609573146,0.02203794414555987,0.0044314486962186,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
3.2945543358952683e-06,-47924.92069385515,0.024957716843836165,0.007257787879404231,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.7933659369750615e-06,-40949.99655712849,0.023798295401758665,0.0061354682366786956,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.7648992274556434e-06,-44153.639991582604,0.02438451063478997,0.00670292442389313,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.3618145546264885e-06,-37134.41650278958,0.02262586493706987,0.005000555863579674,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.7999371471414933e-06,-38531.28845104187,0.023212080169185273,0.005568012049907516,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.440714595716932e-05,37156.731838717795,0.048612586864381455,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.025271896544689e-05,31634.726270774405,0.04767248842120862,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
3.332516511028245e-05,20301.242377071685,0.04673238998788297,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.5786038881379655e-05,39392.616996018936,0.04952411641828705,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.749085560444843e-05,42079.712118867705,0.050407077082925564,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
4.940859720541927e-05,45039.84085174648,0.05129003773164138,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.5280861275857466e-05,5984.753136184295,0.041281760127512446,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.450266177280539e-05,4376.13378952129,0.04040983561689772,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.3199518778513047e-05,-112.4579615111632,0.03953791110809671,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.0752297436804713e-05,-3799.847968826028,0.03866598660110936,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.8304806775447252e-05,13162.36745243246,0.0448716773525826,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.7303516578191318e-05,11111.683259878962,0.0439705473524159,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.6554889060186247e-05,9284.210575354928,0.04306941735995455,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.5919445817366422e-05,7567.029554524101,0.04216828737519823,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
2.988132895703133e-05,15681.998372167349,0.0457922915644049,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
1.279017435611056e-05,-15085.440006671115,0.03689689366255848,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
1.7478578939639156e-05,-8549.309563337469,0.03778564745259669,0.0086,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
9.153836460483848e-07,-33215.28614064227,0.02026906509372718,0.0027191742518885833,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
1.293614334468841e-06,-33868.93307101461,0.020858691444045025,0.003289932399714913,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
1.6575081068044166e-06,-34807.818538850304,0.02144831779465577,0.0038606905478247733,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.0,-27700.05495360153,0.017774281489900526,0.0003042243973238764,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
0.0,-30664.08718355146,0.0184028444697016,0.0009126731919716503,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
6.4836039757171e-08,-31687.956345233193,0.019031407449343594,0.001521121986465437,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
5.029336666455718e-07,-32498.763972431792,0.01965997042882661,0.0021295707808053344,15453.156706953074,73065.15899404565,7365.076101063055,2.8637359612588402,1024236.9039812192,9.101359573655149,14
9.53706260250774e-05,76166.44648971946,0.058571221731067685,0.0086,15624.269832699078,72903.85118452203,8118.388441994861,2.7396461485839283,762567.0905898549,13.179072467425888,16
0.00011766267719936215,99422.12364507785,0.06281940289431029,0.0086,15624.269832699078,72903.85118452203,8118.388441994861,2.7396461485839283,762567.0905898549,13.179072467425888,16
0.00012304112449509403,104856.86133675255,0.06370002902807068,0.0086,15624.269832699078,72903.85118452203,8118.388441994861,2.7396461485839283,762567.0905898549,13.179072467425888,16
