,rdot,qrad,x,y,E1,E257,E250,b249,lv,V,ID
0,0.0003356133243601038,252597.913878471,0.058571221731067685,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
1,0.0003425701873319299,257833.96664000006,0.06281940289431029,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
2,0.0003429788138938368,258141.51765064546,0.06370002902807068,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
3,0.0003420587583052113,257449.04179980687,0.06458065518177963,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
4,0.00034116865561154805,256779.1098655321,0.06546128135543715,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
5,0.00034002393971033,255917.54440420095,0.06195240985184063,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
6,0.0003400855077664616,255963.88333478442,0.061099049900661825,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
7,0.0003390724936792332,255201.44267289684,0.060245689932558744,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
8,0.0003335337879403551,251032.75980580616,0.05939232994753106,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
9,0.00033783606937667297,254270.85328080153,0.05620465237945034,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
10,0.00033469405877593406,251906.03262106184,0.05699350883262966,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
11,0.0003368548711644061,253532.35869929928,0.05778236528316877,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
12,0.00032380683132143443,243711.8080676402,0.053013946862555325,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
13,0.00033939961875500193,255447.65194326497,0.053812883226002764,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
14,0.00034028420503254985,256113.43197086116,0.05461181959400954,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
15,0.00034068373130572837,256414.13368863997,0.05541075596657661,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
16,0.0003404054018959553,256204.65026478085,0.05217299836443488,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
17,0.00042383414899194936,318996.93514835386,0.07932266874142052,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
18,0.0004240918325815271,319190.8795851314,0.08011866060635783,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
19,0.00037935397657206326,285519.1261738733,0.07621345983971775,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
20,0.0003796654896804328,285753.58516464784,0.0769880921125969,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
21,0.0003943854426811621,296832.4939876593,0.07776272438901533,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
22,0.000376580025881246,283431.32420999673,0.07853735666897302,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
23,0.00034089128805807995,256570.35037865178,0.0663034345831072,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
24,0.0003381012911896699,254470.47132876146,0.06710711486478982,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
25,0.00033842152124994993,254711.4910956081,0.06791079513804099,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
26,0.0003373118020011144,253876.2657130012,0.06871447540286063,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
27,0.00033879328019530434,254991.29385445634,0.07202942824333369,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
28,0.0003536364350188402,266162.92999539024,0.07119711030963094,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
29,0.0003321565026136065,249996.15197441133,0.07036479239090229,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
30,0.00033467023703790495,251888.1032931885,0.06953247448714772,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
31,0.0003226083119996769,242809.74769504857,0.07286815677157293,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
32,0.0003279220671216696,246809.122455379,0.07371329589434866,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
33,0.0003876818307895556,291787.04955395195,0.07455843501762194,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
34,0.0003837724497281156,288844.670843099,0.07540357414139276,0.0086,15540.22971399827,80378.3946114512,6597.817697158023,2.146613301157733,632475.3491967047,6.393605200404713,10
